pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,SZSResult,SZSOutput,SZSStatus,,2368
469013625,Problems_HOL_bool_free_only/NUM/NUM781^2.p,9374744,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.133611,0.389019,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013694,Problems_HOL_bool_free_only/NUM/NUM781^3.p,9375082,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.125614,0.333846,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013781,Problems_HOL_bool_free_only/NUM/NUM782^1.p,9375709,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.23165,0.407962,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013700,Problems_HOL_bool_free_only/NUM/NUM792^1.p,9375117,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.134633,0.347936,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013775,Problems_HOL_bool_free_only/NUM/NUM793^1.p,9375675,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.125652,0.335877,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013709,Problems_HOL_bool_free_only/NUM/NUM795^1.p,9375153,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.127471,0.285016,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013664,Problems_HOL_bool_free_only/NUM/NUM796^1.p,9374921,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.130414,0.360119,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013673,Problems_HOL_bool_free_only/NUM/NUM798^1.p,9374991,Satallax---3.4,25864,Satallax---3.4,343516,complete,2.2543,2.41591,288776,Theorem,Theorem,THM-Prf,Prf,THM,,
469013616,Problems_HOL_bool_free_only/NUM/NUM799^1.p,9374634,Satallax---3.4,25864,Satallax---3.4,343516,complete,101.778,101.896,2936908,Theorem,Theorem,THM-Prf,Prf,THM,,
469013583,Problems_HOL_bool_free_only/NUM/NUM800^1.p,9374464,Satallax---3.4,25864,Satallax---3.4,343516,complete,239.309,239.452,3356500,Timeout,Theorem,TMO-Non,Non,TMO,,
